date,close,episode,actions,transactions,total_assets,reward,assets_baseline
2008-07-15,3.2856,43,0,0,0.0,-75.23237899999981,0.0
2008-07-16,3.0254,43,-1,-10,0.0,-75.23237899999981,0.0
2008-07-17,2.9343,43,-1,-10,2.5034320000000037,-75.23237899999981,0.0
2008-07-18,3.0579,43,-1,-10,4.234670000000001,-75.23237899999981,0.0
2008-07-21,3.2336,43,0,0,0.43864100000000406,-75.23237899999981,0.0
2008-07-22,3.2466,43,0,0,-4.832358999999997,-75.23237899999981,0.0
2008-07-23,3.2661,43,0,0,-5.222358999999997,-75.23237899999981,0.0
2008-07-24,3.3572,43,0,0,-5.807358999999991,-75.23237899999981,0.0
2008-07-25,3.2726,43,0,0,-8.54035900000001,-75.23237899999981,0.0
2008-07-28,3.3181,43,0,0,-6.002359000000013,-75.23237899999981,0.0
2008-07-29,3.2726,43,0,0,-7.367358999999993,-75.23237899999981,0.0
2008-07-30,3.3312,43,0,0,-6.002359000000013,-75.23237899999981,0.0
2008-07-31,3.123,43,0,0,-7.760358999999994,-75.23237899999981,0.0
2008-08-01,3.1945,43,0,0,-1.5143590000000131,-75.23237899999981,0.0
2008-08-04,3.0709,43,0,0,-3.659359000000009,-75.23237899999981,0.0
2008-08-05,2.9343,43,0,0,0.04864100000000349,-75.23237899999981,0.0
2008-08-06,2.9798,43,0,0,4.1466410000000025,-75.23237899999981,0.0
2008-08-07,3.0644,43,0,0,2.7816409999999934,-75.23237899999981,0.0
2008-08-08,2.7651,43,0,0,0.24364099999999667,-75.23237899999981,0.0
2008-08-11,2.4919,43,0,0,9.222640999999996,-75.23237899999981,0.0
2008-08-12,2.5309,43,0,0,17.418641000000008,-75.23237899999981,0.0
2008-08-13,2.4723,43,0,0,16.248641000000006,-75.23237899999981,0.0
2008-08-14,2.4789,43,0,0,18.006640999999988,-75.23237899999981,0.0
2008-08-15,2.4919,43,0,0,17.80864100000001,-75.23237899999981,0.0
2008-08-18,2.2446,43,0,0,17.418641000000008,-75.23237899999981,0.0
2008-08-19,2.2641,43,0,0,24.83764099999999,-75.23237899999981,0.0
2008-08-20,2.4463,43,0,0,24.252640999999997,-75.23237899999981,0.0
2008-08-21,2.3227,43,0,0,18.786641000000003,-75.23237899999981,0.0
2008-08-22,2.2511,43,0,0,22.494640999999987,-75.23237899999981,0.0
2008-08-25,2.2576,43,0,0,24.642640999999998,-75.23237899999981,0.0
2008-08-26,2.0885,43,0,0,24.44764099999999,-75.23237899999981,0.0
