date,close,episode,actions,transactions,total_assets,reward,assets_baseline
2008-07-15,3.2856,16,1,10,0.0,-23525.04652100007,0.0
2008-07-16,3.0254,16,-1,-10,-0.6211309999999912,-23525.04652100007,0.0
2008-07-17,2.9343,16,0,0,-0.7196989999999912,-23525.04652100007,0.0
2008-07-18,3.0579,16,0,0,-0.7196989999999912,-23525.04652100007,0.0
2008-07-21,3.2336,16,1,10,-0.7196989999999912,-23525.04652100007,0.0
2008-07-22,3.2466,16,1,10,0.9455640000000081,-23525.04652100007,0.0
2008-07-23,3.2661,16,1,10,1.1085560000000072,-23525.04652100007,0.0
2008-07-24,3.3572,16,1,10,1.5961579999999884,-23525.04652100007,0.0
2008-07-25,3.2726,16,1,10,5.142175000000009,-23525.04652100007,0.0
2008-07-28,3.3181,16,1,10,0.811458999999985,-23525.04652100007,0.0
2008-07-29,3.2726,16,1,10,3.4432809999999847,-23525.04652100007,0.0
2008-07-30,3.3312,16,1,10,0.15873800000002802,-23525.04652100007,0.0
2008-07-31,3.123,16,1,10,4.748559999999941,-23525.04652100007,0.0
2008-08-01,3.1945,16,1,10,-14.089376000000073,-23525.04652100007,0.0
2008-08-04,3.0709,16,1,10,-7.033066000000076,-23525.04652100007,0.0
2008-08-05,2.9343,16,1,10,-20.724901000000102,-23525.04652100007,0.0
2008-08-06,2.9798,16,1,10,-37.2090280000001,-23525.04652100007,0.0
2008-08-07,3.0644,16,1,10,-31.38205700000009,-23525.04652100007,0.0
2008-08-08,2.7651,16,1,10,-19.62745100000012,-23525.04652100007,0.0
2008-08-11,2.4919,16,1,10,-64.61438300000015,-23525.04652100007,0.0
2008-08-12,2.5309,16,-1,-10,-108.40933600000017,-23525.04652100007,0.0
2008-08-13,2.4723,16,1,10,-102.63409300000012,-23525.04652100007,0.0
2008-08-14,2.4789,16,1,10,-112.08602000000002,-23525.04652100007,0.0
2008-08-15,2.4919,16,1,10,-111.03818900000005,-23525.04652100007,0.0
2008-08-18,2.2446,16,1,10,-108.77255600000007,-23525.04652100007,0.0
2008-08-19,2.2641,16,1,10,-155.83431299999995,-23525.04652100007,0.0
2008-08-20,2.4463,16,1,10,-152.00165099999998,-23525.04652100007,0.0
2008-08-21,2.3227,16,1,10,-113.80757399999993,-23525.04652100007,0.0
2008-08-22,2.2511,16,1,10,-141.07296299999985,-23525.04652100007,0.0
2008-08-25,2.2576,16,1,10,-157.61064399999975,-23525.04652100007,0.0
2008-08-26,2.0885,16,1,10,-156.11817699999972,-23525.04652100007,0.0
2008-08-27,2.1275,16,1,10,-198.4609049999998,-23525.04652100007,0.0
2008-08-28,2.121,16,1,10,-188.38355999999976,-23525.04652100007,0.0
2008-08-29,2.2446,16,1,10,-190.2023849999997,-23525.04652100007,0.0
2008-09-01,2.4723,16,1,10,-155.65801499999964,-23525.04652100007,0.0
2008-09-02,2.5829,16,1,10,-89.69235299999957,-23525.04652100007,0.0
2008-09-03,2.4203,16,1,10,-56.586521999999604,-23525.04652100007,0.0
2008-09-04,2.5049,16,1,10,-107.07000899999957,-23525.04652100007,0.0
2008-09-05,2.2772,16,1,10,-80.07061799999963,-23525.04652100007,0.0
2008-09-08,2.147,16,1,10,-155.2867649999996,-23525.04652100007,0.0
2008-09-09,2.2576,16,1,10,-199.62308099999973,-23525.04652100007,0.0
2008-09-10,2.2641,16,1,10,-160.97749099999965,-23525.04652100007,0.0
2008-09-11,2.1731,16,1,10,-158.7052189999996,-23525.04652100007,0.0
2008-09-12,2.1991,16,1,10,-192.44314199999963,-23525.04652100007,0.0
2008-09-16,2.3032,16,1,10,-182.62833499999954,-23525.04652100007,0.0
2008-09-17,2.2186,16,1,10,-142.0953079999996,-23525.04652100007,0.0
2008-09-18,2.1145,16,1,10,-176.00440399999945,-23525.04652100007,0.0
2008-09-19,2.3292,16,1,10,-218.75196199999925,-23525.04652100007,0.0
2008-09-22,2.4203,16,1,10,-128.6413969999992,-23525.04652100007,0.0
2008-09-23,2.1926,16,1,10,-89.53827299999921,-23525.04652100007,0.0
2008-09-24,2.2967,16,0,0,-189.79888199999925,-23525.04652100007,0.0
2008-09-25,2.3487,16,1,10,-143.99488199999928,-23525.04652100007,0.0
2008-09-26,2.2837,16,1,10,-120.66378299999951,-23525.04652100007,0.0
2008-10-06,2.1731,16,1,10,-150.63424399999963,-23525.04652100007,0.0
2008-10-07,2.2121,16,1,10,-202.68475499999965,-23525.04652100007,0.0
2008-10-08,2.134,16,1,10,-184.02994799999942,-23525.04652100007,0.0
2008-10-09,2.1145,16,1,10,-222.36531099999956,-23525.04652100007,0.0
2008-10-10,1.9388,16,1,10,-232.17933099999937,-23525.04652100007,0.0
2008-10-13,2.0234,16,1,10,-321.84976599999936,-23525.04652100007,0.0
2008-10-14,1.9519,16,1,10,-277.9159299999992,-23525.04652100007,0.0
2008-10-15,1.9584,16,1,10,-315.8716319999992,-23525.04652100007,0.0
2008-10-16,1.8087,16,1,10,-312.42018899999925,-23525.04652100007,0.0
2008-10-17,1.8282,16,1,10,-394.8139409999993,-23525.04652100007,0.0
