date,close,episode,actions,transactions,total_assets,reward,assets_baseline,landmark,best_reward,landmark2,regret,actions_signal
2017-01-11,6.9,15,0.04932442,[32.70849991],1026721.507066807,-0.038171163161894,1553880.0,\,2258269.52,-,0.45464967665454165,^
2017-01-12,6.67,15,0.05019401,[36.37246704],1020726.7955757832,-0.038171163161894,1502084.0,\,2258269.52,-,0.4519951168520325,^
2017-01-13,6.63,15,0.04765874,[35.72618866],1018563.5934456494,-0.038171163161894,1493076.0,,2258269.52,-,0.45103721430276816,^
2017-01-16,6.59,15,0.0493,[37.17948532],1018185.3713918392,-0.038171163161894,1484068.0,,2258269.52,-,0.45086973117001516,^
2017-01-17,6.56,15,0.05019401,[38.08346558],1017805.637539688,-0.038171163161894,1477312.0,,2258269.52,-,0.45070157858734594,^
2017-01-18,6.62,15,0.0493,[37.57621765],1017519.4963614652,-0.038171163161894,1490824.0,,2258269.52,-,0.4505748704262125,^
2017-01-19,6.27,15,0.0493,[37.23564911],1018091.7879707776,-0.038171163161894,1412004.0,v,2258269.52,v,0.4508282908458055,^
2017-01-20,6.31,15,0.04829024,[38.50896454],1014735.3345228228,-0.038171163161894,1421012.0,,2272673.52,-,0.4464941073114729,^
2017-01-23,6.35,15,0.0493,[39.06497192],1015119.6606932628,-0.038171163161894,1430020.0,,2287077.52,-,0.44385013267642226,^
2017-01-24,6.32,15,0.03928502,[30.9330883],1015505.5343162843,-0.038171163161894,1423264.0,,2276274.52,-,0.4461261264376339,^
2017-01-25,6.59,15,0.03928502,[31.07992172],1015214.057206098,-0.038171163161894,1484068.0,/,2373501.52,-,0.4277284209222238,^
2017-01-26,6.54,15,0.04667149,[35.41083908],1017839.8500233344,-0.038171163161894,1472808.0,,2355496.52,-,0.4321126528445622,^
2017-02-03,6.52,15,0.0493,[37.69112778],1017351.0123549154,-0.038171163161894,1468304.0,,2348294.52,-,0.43322973489497196,^
2017-02-06,6.52,15,0.04103354,[31.46744156],1017154.2639939806,-0.038171163161894,1468304.0,,2348294.52,-,0.4331459513834664,^
2017-02-07,6.5,15,0.0493,[37.80674744],1017153.6484908238,-0.038171163161894,1463800.0,,2341092.52,-,0.434478193322673,^
2017-02-08,6.79,15,0.04128925,[31.76096344],1016955.5146460565,-0.038171163161894,1529108.0,,2445521.52,-,0.41584402604073445,^
2017-02-09,6.79,15,0.04915549,[36.19697571],1019826.323986087,-0.038171163161894,1529108.0,,2445521.52,-,0.4170179307954268,^
2017-02-10,6.78,15,0.04829024,[35.55982208],1019825.586653692,-0.038171163161894,1526856.0,,2441920.52,-,0.4176325880801771,^
2017-02-13,6.84,15,0.04588194,[33.83623886],1019725.12995011,-0.038171163161894,1540368.0,,2463526.52,-,0.41392902478277765,^
2017-02-14,6.82,15,0.04388449,[32.07930756],1020324.8659953796,-0.038171163161894,1535864.0,,2456324.52,-,0.41538683414493605,^
2017-02-15,6.73,15,0.04128925,[30.2707119],1020123.4247170482,-0.038171163161894,1515596.0,,2423915.52,-,0.42085766451012624,^
2017-02-16,6.73,15,0.04388449,[32.60363388],1019216.5574649794,-0.038171163161894,1515596.0,,2423915.52,-,0.4204835313175351,^
2017-02-17,6.5,15,0.04388449,[32.60363388],1019215.8991976111,-0.038171163161894,1463800.0,,2341092.52,-,0.4353590857646289,^
2017-02-20,6.54,15,0.04588194,[35.29380035],1016884.276369105,-0.038171163161894,1472808.0,,2355496.52,-,0.4317069746165895,^
2017-02-21,6.59,15,0.04388449,[33.55083466],1017290.3850330797,-0.038171163161894,1484068.0,,2373501.52,-,0.4286032161601816,^
2017-02-22,6.59,15,0.04388449,[33.29627609],1017799.9004237888,-0.038171163161894,1484068.0,,2373501.52,-,0.42881788439882224,^
2017-02-23,6.55,15,0.03928502,[29.80654144],1017799.2421564104,-0.038171163161894,1475060.0,,2359097.52,-,0.4314358493142795,^
2017-02-24,7.08,15,0.03301473,[25.20207977],1017387.9898419166,-0.038171163161894,1594416.0,/,2549950.52,-,0.3989834241340168,^
2017-02-27,7.03,15,0.05019401,[35.44774628],1022842.136992322,-0.038171163161894,1583156.0,,2531945.52,-,0.40397478101832224,^
2017-02-28,7.03,15,0.04667149,[33.19451523],1022325.0227919272,-0.038171163161894,1583156.0,,2531945.52,-,0.40377054510711874,^
2017-03-01,7.19,15,0.04588194,[32.63295746],1022324.322719601,-0.038171163161894,1619188.0,,2589561.52,-,0.39478665203505225,^
2017-03-02,7.12,15,0.04915549,[34.18323517],1023986.5230150032,-0.038171163161894,1603424.0,,2564354.52,-,0.39931550611613686,^
2017-03-03,7.08,15,0.04588194,[32.2204628],1023255.8791267008,-0.038171163161894,1594416.0,,2549950.52,-,0.40128460183874504,^
2017-03-06,7.21,15,0.04829024,[34.1032753],1022836.812618578,-0.038171163161894,1623692.0,,2596763.52,-,0.39388908721983973,^
2017-03-07,7.16,15,0.04829024,[33.48837662],1024200.2510976716,-0.038171163161894,1612432.0,,2578758.52,-,0.3971679562682246,^
2017-03-08,7.7,15,0.04915549,[34.32646179],1023673.1743126924,-0.038171163161894,1734040.0,^,2773212.52,^,0.3691290036122772,^
2017-03-09,7.75,15,0.04603259,[29.89129257],1029375.5795287016,-0.038171163161894,1745300.0,,2773212.52,-,0.3711852489143896,^
2017-03-10,7.78,15,0.05019401,[32.3832283],1029904.4523589542,-0.038171163161894,1752056.0,,2773212.52,-,0.3713759565599229,^
2017-03-13,7.41,15,0.04915549,[31.59093475],1030222.4089372118,-0.038171163161894,1668732.0,v,2773212.52,v,0.37149060935914563,^
2017-03-14,7.38,15,0.05019401,[33.86909866],1026279.2326030436,-0.038171163161894,1661976.0,,2761986.52,-,0.37157286075496254,^
2017-03-15,7.48,15,0.0467893,[31.70006752],1025957.8064036624,-0.038171163161894,1684496.0,,2799406.52,-,0.36649118271099207,^
2017-03-16,7.69,15,0.04588194,[30.6697464],1027029.1855353132,-0.038171163161894,1731788.0,,2877988.52,-,0.35685659563899624,^
2017-03-17,7.77,15,0.04667149,[30.34556961],1029286.3079923536,-0.038171163161894,1749804.0,,2907924.52,-,0.3539590869409339,^
2017-03-20,7.77,15,0.05019401,[32.29987717],1030148.1539222598,-0.038171163161894,1749804.0,,2907924.52,-,0.35425546531113533,^
2017-03-21,7.66,15,0.04829024,[31.07480049],1030147.4010121232,-0.038171163161894,1725032.0,,2866762.52,-,0.35934172915450396,^
2017-03-22,7.66,15,0.04388449,[28.64522934],1028953.70469096,-0.038171163161894,1725032.0,,2866762.52,-,0.3589253373840537,^
2017-03-23,7.79,15,0.04829024,[31.52104378],1028953.0464235898,-0.038171163161894,1754308.0,,2915408.52,-,0.3529361457802112,^
2017-03-24,7.66,15,0.04829024,[30.99501991],1030370.0196471752,-0.038171163161894,1725032.0,,2866762.52,-,0.35941938422132547,^
2017-03-27,7.53,15,0.04829024,[31.52104378],1028947.5683637998,-0.038171163161894,1695756.0,,2818116.52,-,0.3651188874063305,^
2017-03-28,7.44,15,0.0467893,[31.06859207],1027521.0193447628,-0.038171163161894,1675488.0,,2784438.52,-,0.36902269953683975,^
2017-03-29,7.43,15,0.0467893,[31.44442177],1026530.4119482078,-0.038171163161894,1673236.0,,2780696.52,-,0.36916305125890103,^
2017-03-30,7.34,15,0.0467893,[31.48674393],1026419.4061581562,-0.038171163161894,1652968.0,,2747018.52,-,0.3736485206361682,^
2017-03-31,7.47,15,0.0467893,[31.8728199],1025423.1349566611,-0.038171163161894,1682244.0,,2795664.52,-,0.3667904813402508,^
2017-08-21,8.22,15,0.04388449,[29.37382317],1026864.6212177149,-0.038171163161894,1851144.0,/,3076314.5200000005,-,0.3337970206042894,^
2017-08-22,9.04,15,0.01011052,[6.14995337],1035206.3092824108,-0.038171163161894,2035808.0,^,3383158.5199999996,^,0.3059881182518196,^
2017-08-23,8.96,15,0.04603259,[25.46050262],1044332.165909387,-0.038171163161894,2017792.0,,3383158.5199999996,-,0.30868555515080837,^
2017-08-24,8.36,15,0.04603259,[25.68782997],1043439.0963086556,-0.038171163161894,1882672.0,\,3383158.5199999996,-,0.30842158005314385,^
2017-08-25,8.38,15,0.04603259,[27.53145409],1036730.1497825508,-0.038171163161894,1887176.0,,3383158.5199999996,-,0.30643853773146607,^
2017-08-28,8.35,15,0.04941108,[29.48155212],1036953.6184573384,-0.038171163161894,1880420.0,,3383158.5199999996,-,0.30650459099898714,^
2017-08-29,8.34,15,0.04941108,[29.58747292],1036615.75409907,-0.038171163161894,1878168.0,,3383158.5199999996,-,0.30640472445230565,^
2017-08-30,8.2,15,0.05019401,[30.09232903],1036502.342660795,-0.038171163161894,1846640.0,,3383158.5199999996,-,0.30637120209809,^
2017-08-31,8.04,15,0.05019401,[30.60610199],1034919.99301556,-0.038171163161894,1810608.0,,3383158.5199999996,-,0.30590348838149034,^
2017-09-01,7.96,15,0.04941108,[30.72828484],1033106.8040032324,-0.038171163161894,1792592.0,,3383158.5199999996,-,0.3053675427550562,^
2017-09-04,8.05,15,0.05019401,[31.52889824],1032197.3865231058,-0.038171163161894,1812860.0,,3383158.5199999996,-,0.30509873552218475,^
2017-09-05,7.89,15,0.05019401,[31.17640114],1033221.7320669906,-0.038171163161894,1776828.0,,3383158.5199999996,-,0.3054015133961239,^
2017-09-06,7.88,15,0.04938126,[31.29357338],1031393.5936812104,-0.038171163161894,1774576.0,,3383158.5199999996,-,0.30486114900735145,^
2017-09-07,7.91,15,0.04934395,[31.30961227],1031278.3284343638,-0.038171163161894,1781332.0,,3383158.5199999996,-,0.304827078701108,^
2017-09-08,7.74,15,0.04829024,[30.52480507],1031622.1011473916,-0.038171163161894,1743048.0,,3383158.5199999996,-,0.30492869164977576,^
2017-09-11,7.54,15,0.04829024,[31.19524574],1029663.9479674208,-0.038171163161894,1698008.0,,3383158.5199999996,-,0.3043498972573774,^
2017-09-12,7.58,15,0.05019401,[33.28514862],1027354.1271219058,-0.038171163161894,1707016.0,,3383158.5199999996,-,0.3036671563122339,^
2017-09-13,7.48,15,0.04934395,[32.54877853],1027816.5249161706,-0.038171163161894,1684496.0,,3383158.5199999996,-,0.3038038326729576,^
2017-09-14,7.48,15,0.04902789,[32.77265167],1026654.6531182769,-0.038171163161894,1684496.0,,3383158.5199999996,-,0.3034604045447675,^
2017-09-15,7.31,15,0.04902789,[32.77265167],1026653.9176999732,-0.038171163161894,1646212.0,,3383158.5199999996,-,0.3034601871685201,^
2017-09-18,7.32,15,0.04934395,[33.75099182],1024668.1157943622,-0.038171163161894,1648464.0,,3383158.5199999996,-,0.3028732203167241,^
2017-09-19,7.25,15,0.05019401,[34.28552246],1024784.48176193,-0.038171163161894,1632700.0,,3383158.5199999996,-,0.302907615975952,^
2017-09-20,7.21,15,0.04934395,[34.03030777],1023961.585977554,-0.038171163161894,1623692.0,,3383158.5199999996,-,0.30266438297947507,^
2017-09-21,7.48,15,0.04934395,[34.21910477],1023489.688677876,-0.038171163161894,1684496.0,\,3383158.5199999996,-,0.302524898738081,^
2017-09-22,7.41,15,0.04941108,[33.02879715],1026678.4983751932,-0.038171163161894,1668732.0,,3383158.5199999996,-,0.30346745276812903,^
2017-09-25,7.18,15,0.04829024,[32.58450699],1025848.524860004,-0.038171163161894,1616936.0,\,3383158.5199999996,-,0.30322212772341633,^
2017-09-26,7.32,15,0.04829024,[33.62829971],1023115.6854945832,-0.038171163161894,1648464.0,,3383158.5199999996,-,0.3024143502133572,^
2017-09-27,7.47,15,0.04829024,[32.98513794],1024782.6956319076,-0.038171163161894,1682244.0,,3383158.5199999996,-,0.30290708802846983,^
2017-09-28,7.44,15,0.04667149,[31.23928261],1026573.7774320764,-0.038171163161894,1675488.0,,3383158.5199999996,-,0.30343649916589677,^
2017-09-29,7.42,15,0.04829024,[32.45311737],1026213.7789505152,-0.038171163161894,1670984.0,,3383158.5199999996,-,0.3033300901757673,^
2017-10-09,7.29,15,0.04829024,[32.54059219],1025972.873261763,-0.038171163161894,1641708.0,,3383158.5199999996,-,0.3032588828447102,^
2017-10-10,7.2,15,0.05019401,[34.42661667],1024406.7399525732,-0.038171163161894,1621440.0,,3383158.5199999996,-,0.30279596238150064,^
2017-10-11,7.15,15,0.04667149,[32.41075516],1023319.1439853922,-0.038171163161894,1610180.0,,3383158.5199999996,-,0.3024744888351824,^
2017-10-12,7.32,15,0.04829024,[33.76939774],1022713.0216769482,-0.038171163161894,1648464.0,,3383158.5199999996,-,0.30229533012746573,^
2017-10-13,7.25,15,0.05019401,[34.28552246],1024776.4737238328,-0.038171163161894,1632700.0,,3383158.5199999996,-,0.30290524894583803,^
2017-10-16,7.21,15,0.04388449,[30.26516533],1023923.36583876,-0.038171163161894,1623692.0,,3383158.5199999996,-,0.3026530858030147,^
2017-10-17,7.21,15,0.04388449,[30.43307304],1023434.4369790872,-0.038171163161894,1623692.0,,3383158.5199999996,-,0.3025085673428886,^
2017-10-18,7.16,15,0.03928502,[27.24342728],1023433.7787117172,-0.038171163161894,1612432.0,,3383158.5199999996,-,0.302508372771051,^
2017-10-19,6.92,15,0.04128925,[28.83327675],1022819.9673709604,-0.038171163161894,1558384.0,v,3383158.5199999996,v,0.3023269413255163,^
2017-10-20,6.99,15,0.04829024,[34.8917923],1019868.9621317164,-0.038171163161894,1574148.0,,3417374.5199999996,-,0.2984364037839542,^
2017-10-23,7.12,15,0.04388449,[31.39090919],1020731.2094245364,-0.038171163161894,1603424.0,,3480918.5199999996,-,0.2932361684307786,^
2017-10-24,7.06,15,0.04829024,[33.91168594],1022337.2936044468,-0.038171163161894,1589912.0,,3451590.5199999996,-,0.29619309929164106,^
2017-10-25,7.08,15,0.04128925,[29.24168015],1021592.9611124742,-0.038171163161894,1594416.0,,3461366.5199999996,-,0.29514151570186054,^
2017-10-26,7.13,15,0.04128925,[29.15907669],1021840.7959867452,-0.038171163161894,1605676.0,,3485806.5199999996,-,0.29314329126527233,^
2017-10-27,7.35,15,0.04303554,[30.17920113],1022462.7701344322,-0.038171163161894,1655220.0,/,3593342.5199999996,-,0.28454364270691135,^
2017-10-30,7.65,15,0.04941108,[33.61297989],1025208.175366062,-0.038171163161894,1722780.0,/,3739982.5199999996,-,0.274121114171962,^
2017-10-31,7.64,15,0.04941108,[32.29482269],1028962.1327730156,-0.038171163161894,1720528.0,,3735094.5199999996,-,0.27548489797602654,^
2017-11-01,7.8,15,0.05019401,[32.84947968],1028835.9120395024,-0.038171163161894,1756560.0,,3813302.5199999996,-,0.2698018073948936,^
2017-11-02,7.65,15,0.05019401,[32.17564392],1030848.0881234928,-0.038171163161894,1722780.0,,3739982.5199999996,-,0.2756291192835556,^
2017-11-03,7.46,15,0.05019401,[32.80654144],1028955.3879349014,-0.038171163161894,1679992.0,,3647110.5199999996,-,0.28212892981781684,^
2017-11-06,7.57,15,0.05019401,[33.64209366],1026551.9352291048,-0.038171163161894,1704764.0,,3700878.5199999996,-,0.2773806083289394,^
2017-11-07,7.97,15,0.04667149,[30.82661057],1027945.9196731604,-0.038171163161894,1794844.0,^,3896398.5199999996,^,0.26381950265014487,^
2017-11-08,7.86,15,0.04941108,[30.99816895],1033029.3224418304,-0.038171163161894,1770072.0,,3896398.5199999996,-,0.2651241440369479,^
2017-11-09,8.19,15,0.05019401,[31.93002892],1031627.043195753,-0.038171163161894,1844388.0,,3896398.5199999996,-,0.2647642529121362,^
2017-11-10,8.25,15,0.05019401,[30.64347076],1035841.4414347868,-0.038171163161894,1857900.0,,3896398.5199999996,-,0.2658458666683784,^
2017-11-13,8.24,15,0.05019401,[30.42061043],1036608.918250977,-0.038171163161894,1855648.0,,3896398.5199999996,-,0.2660428374895741,^
2017-11-14,7.85,15,0.04765874,[28.91913605],1036479.8228470534,-0.038171163161894,1767820.0,,3896398.5199999996,-,0.26600970550801195,^
2017-11-15,8.01,15,0.05019401,[31.97070503],1031462.4722441504,-0.038171163161894,1803852.0,,3896398.5199999996,-,0.26472201622850183,^
2017-11-16,7.95,15,0.05019401,[31.33208847],1033524.9416096664,-0.038171163161894,1790340.0,,3896398.5199999996,-,0.2652513433378644,^
2017-11-17,7.97,15,0.04829024,[30.37121964],1032748.6004209148,-0.038171163161894,1794844.0,,3896398.5199999996,-,0.2650520974997483,^
2017-11-20,8.11,15,0.05019401,[31.48933983],1033007.0129179412,-0.038171163161894,1826372.0,,3896398.5199999996,-,0.26511841835879285,^
2017-11-21,8.23,15,0.05019401,[30.94574928],1034824.6264697036,-0.038171163161894,1853396.0,,3896398.5199999996,-,0.26558490389471345,^
2017-11-22,8.18,15,0.05019401,[30.49453545],1036386.1868740044,-0.038171163161894,1842136.0,,3896398.5199999996,-,0.2659856740921882,^
2017-11-23,8.19,15,0.05019401,[30.680933],1035732.94535616,-0.038171163161894,1844388.0,,3896398.5199999996,-,0.2658180214471902,^
2017-11-24,7.78,15,0.05019401,[30.64347076],1035862.9969769472,-0.038171163161894,1752056.0,,3896398.5199999996,-,0.2658513988391894,^
2017-11-27,7.12,15,0.05019401,[32.258358],1030486.6944776608,-0.038171163161894,1603424.0,\,3896398.5199999996,-,0.2644715855393716,^
2017-11-28,7.17,15,0.05019401,[35.24860001],1021811.3273223328,-0.038171163161894,1614684.0,,3896398.5199999996,-,0.2622450763384267,^
2017-11-29,7.06,15,0.04934395,[34.41000748],1022469.5045880892,-0.038171163161894,1589912.0,,3896398.5199999996,-,0.26241399572959734,^
2017-11-30,6.96,15,0.04932442,[34.9323082],1021015.33294113,-0.038171163161894,1567392.0,,3896398.5199999996,-,0.26204078656233815,^
2017-12-01,7.04,15,0.0493,[35.41666412],1019689.7984915696,-0.038171163161894,1585408.0,,3896398.5199999996,-,0.26170059177919247,^
2017-12-04,7.12,15,0.04285644,[30.43781281],1020751.7279913708,-0.038171163161894,1603424.0,,3896398.5199999996,-,0.26197313307453235,^
2017-12-05,7.05,15,0.04388449,[30.81776047],1021816.189169537,-0.038171163161894,1587660.0,,3896398.5199999996,-,0.2622463241181852,^
2017-12-06,7.01,15,0.04388449,[31.12375259],1020881.4076372646,-0.038171163161894,1578652.0,,3896398.5199999996,-,0.2620064150001948,^
2017-12-07,6.93,15,0.04388449,[31.30134964],1020345.7196969884,-0.038171163161894,1560636.0,,3896398.5199999996,-,0.26186893215866136,^
2017-12-08,6.98,15,0.03928502,[28.34417152],1019272.4979758168,-0.038171163161894,1571896.0,,3896398.5199999996,-,0.26159349274565913,^
2017-12-11,7.07,15,0.04388449,[31.43588257],1019943.678067685,-0.038171163161894,1592164.0,,3896398.5199999996,-,0.26176574927651014,^
2017-12-12,6.95,15,0.04388449,[31.03570747],1021155.0338906846,-0.038171163161894,1565140.0,,3896398.5199999996,-,0.26207664042811635,^
2017-12-13,6.99,15,0.04128925,[29.70449829],1019534.632551258,-0.038171163161894,1574148.0,,3896398.5199999996,-,0.2616607688659265,^
2017-12-14,6.96,15,0.04284339,[30.64620209],1020075.1157497572,-0.038171163161894,1567392.0,,3896398.5199999996,-,0.26179948239733886,^
2017-12-15,6.83,15,0.03928502,[28.22199821],1019667.7268098705,-0.038171163161894,1538116.0,,3896398.5199999996,-,0.2616949271425836,^
2017-12-18,6.71,15,0.0467893,[34.25278091],1017900.9014223202,-0.038171163161894,1511092.0,,3896398.5199999996,-,0.261241476249796,^
2017-12-19,6.77,15,0.04388449,[32.70081329],1016265.7174532271,-0.038171163161894,1524604.0,,3896398.5199999996,-,0.26082181076622196,^
2017-12-20,6.59,15,0.04128925,[30.49427795],1017084.2622994592,-0.038171163161894,1484068.0,,3896398.5199999996,-,0.2610318880573487,^
2017-12-21,6.68,15,0.04303554,[32.65215683],1014620.5446498316,-0.038171163161894,1504336.0,,3896398.5199999996,-,0.2603995816757039,^
2017-12-22,6.63,15,0.03899863,[29.19059372],1015854.386966227,-0.038171163161894,1493076.0,,3896398.5199999996,-,0.2607162439242039,^
2017-12-25,6.52,15,0.03501268,[26.40473557],1015166.5158739672,-0.038171163161894,1468304.0,,3896398.5199999996,-,0.260539703693853,^
2017-12-26,6.61,15,0.03501268,[26.850214],1013651.0567147896,-0.038171163161894,1488572.0,,3896398.5199999996,-,0.26015076525457403,^
2017-12-27,6.51,15,0.03593945,[27.18566513],1014892.4394730356,-0.038171163161894,1466052.0,,3896398.5199999996,-,0.26046936273680643,^
2017-12-28,6.41,15,0.03045132,[23.38810921],1013509.2840943028,-0.038171163161894,1443532.0,,3896398.5199999996,-,0.26011437970012957,^
2017-12-29,6.33,15,0.03045132,[23.75297928],1012123.8722266164,-0.038171163161894,1425516.0,,3896398.5199999996,-,0.2597588175417479,^
2018-01-02,6.44,15,0.03045132,[24.05317497],1011013.5511401516,-0.038171163161894,1450288.0,,3896398.5199999996,-,0.2594738566783337,^
2018-01-03,6.7,15,0.03045132,[23.64232826],1012541.8036550316,-0.038171163161894,1508840.0,\,3896398.5199999996,-,0.2598660784972867,^
2018-01-04,6.68,15,0.04122868,[30.76766968],1016160.8067452788,-0.038171163161894,1504336.0,,3896398.5199999996,-,0.26079488572059073,^
2018-01-05,6.73,15,0.03045132,[22.7929039],1015881.1529724916,-0.038171163161894,1515596.0,,3896398.5199999996,-,0.2607231133463452,^
2018-01-08,6.83,15,0.03726114,[27.68286514],1016579.424204459,-0.038171163161894,1538116.0,,3896398.5199999996,-,0.26090232274404496,^
2018-01-09,6.79,15,0.03726114,[27.27755165],1017979.0895774488,-0.038171163161894,1529108.0,,3896398.5199999996,-,0.2612615430254934,^
2018-01-10,6.68,15,0.03593945,[26.46498489],1017417.3498423346,-0.038171163161894,1504336.0,,3896398.5199999996,-,0.2611173740622237,^
2018-01-11,6.73,15,0.03593945,[26.90078545],1015870.6523525316,-0.038171163161894,1515596.0,,3896398.5199999996,-,0.260720418391015,^
2018-01-12,6.63,15,0.03593945,[26.70092964],1016574.2575719092,-0.038171163161894,1493076.0,,3896398.5199999996,-,0.260900996741963,^
2018-01-15,6.41,15,0.03593945,[27.10365677],1015162.7597649392,-0.038171163161894,1443532.0,v,3896398.5199999996,v,0.26053873969876656,^
2018-01-16,6.47,15,0.03899863,[30.42015076],1012052.148695276,-0.038171163161894,1457044.0,,3932866.5199999996,-,0.2573319342389673,^
2018-01-17,6.81,15,0.03593945,[27.77391815],1012901.5903733488,-0.038171163161894,1533612.0,/,4139518.519999999,-,0.24469067730450667,^
2018-01-18,6.85,15,0.04122868,[30.27068901],1017727.3121400092,-0.038171163161894,1542620.0,,4163830.5199999996,-,0.24442092617641156,^
2018-01-19,6.89,15,0.03778233,[27.57834053],1018295.6999325004,-0.038171163161894,1551628.0,,4188142.5199999996,-,0.24313778603993172,^
2018-01-22,6.85,15,0.03778233,[27.41823387],1018865.2425538916,-0.038171163161894,1542620.0,,4163830.5199999996,-,0.2446942154970063,^
2018-01-23,6.96,15,0.03899863,[28.46615601],1018293.4697333536,-0.038171163161894,1567392.0,,4230688.52,-,0.24069213909733864,^
2018-01-24,6.95,15,0.03726114,[26.76805687],1019866.8327665286,-0.038171163161894,1565140.0,,4224610.52,-,0.24141085383807848,^
2018-01-25,7.27,15,0.03778233,[27.18153],1019722.9199859616,-0.038171163161894,1637204.0,^,4419106.52,^,0.23075318853956064,^
2018-01-26,7.25,15,0.04941108,[33.98286057],1024318.3749739308,-0.038171163161894,1632700.0,,4419106.52,-,0.23179309444976468,^
2018-01-29,7.14,15,0.03726114,[25.69733429],1024029.7027928513,-0.038171163161894,1607928.0,,4419106.52,-,0.2317277707967201,^
2018-01-30,6.91,15,0.04588194,[32.13021088],1022442.69658716,-0.038171163161894,1556132.0,\,4419106.52,-,0.23136864702395998,^
2018-01-31,6.98,15,0.04049413,[29.30110359],1019117.501351412,-0.038171163161894,1571896.0,,4419106.52,-,0.2306161883039226,^
2018-02-01,6.7,15,0.03899863,[27.93598366],1020130.7514970652,-0.038171163161894,1508840.0,\,4419106.52,-,0.2308454767677936,^
2018-02-02,6.84,15,0.04049413,[30.21949577],1016066.9142120214,-0.038171163161894,1540368.0,,4419106.52,-,0.22992587067397088,^
2018-02-05,6.9,15,0.03899863,[28.50777245],1018102.1636823376,-0.038171163161894,1553880.0,,4419106.52,-,0.23038642745419446,^
2018-02-06,6.51,15,0.04049413,[29.3435688],1018975.7992615572,-0.038171163161894,1466052.0,,4419106.52,-,0.23058412252564514,^
2018-02-07,6.52,15,0.04049413,[31.10147858],1013281.3142262344,-0.038171163161894,1468304.0,,4419106.52,-,0.2292955170101296,^
2018-02-08,6.53,15,0.03899863,[29.90692711],1013427.0146912832,-0.038171163161894,1470556.0,,4419106.52,-,0.22932848758107857,^
2018-02-09,6.01,15,0.03984702,[30.51073647],1013573.0366579858,-0.038171163161894,1353452.0,v,4419106.52,v,0.22936153090466482,^
2018-02-12,6.13,15,0.03726114,[30.99928093],1005933.0121674754,-0.038171163161894,1380476.0,,4507330.52,-,0.22317711286179998,^
2018-02-13,6.11,15,0.03726114,[30.3924427],1007699.1178068864,-0.038171163161894,1375972.0,,4492626.52,-,0.22430066539492505,^
2018-02-14,6.13,15,0.03984702,[32.60803604],1007403.50694827,-0.038171163161894,1380476.0,,4507330.52,-,0.2235033580249336,^
2018-02-22,6.25,15,0.03639812,[29.68851852],1007698.6133452852,-0.038171163161894,1407500.0,,4595554.52,-,0.2192768269769728,^
2018-02-23,6.29,15,0.03984702,[31.87761688],1009475.854609548,-0.038171163161894,1416508.0,,4624962.52,-,0.21826681843241144,^
2018-02-26,6.51,15,0.03984702,[31.67489815],1010069.1277542796,-0.038171163161894,1466052.0,^,4786706.52,^,0.2110154703518944,^
2018-02-27,6.45,15,0.04049413,[31.10147858],1013341.7882018083,-0.038171163161894,1452540.0,,4786706.52,-,0.211699168095605,^
2018-02-28,6.42,15,0.03940382,[30.54559708],1012446.6079322562,-0.038171163161894,1445784.0,,4786706.52,-,0.21151215427601697,^
2018-03-01,6.4,15,0.03940382,[30.68833351],1011997.8140782028,-0.038171163161894,1441280.0,,4786706.52,-,0.21141839589493006,^
2018-03-02,6.44,15,0.03940382,[30.784235],1011697.807389729,-0.038171163161894,1450288.0,,4786706.52,-,0.21135572092473492,^
2018-03-05,6.38,15,0.03593945,[27.90329933],1012297.2789641576,-0.038171163161894,1436776.0,,4786706.52,-,0.21148095767612626,^
2018-03-06,6.31,15,0.03940382,[30.8807373],1011394.9717268436,-0.038171163161894,1421012.0,,4786706.52,-,0.21129245494809315,^
2018-03-07,6.19,15,0.03899863,[30.90224457],1010340.1561814212,-0.038171163161894,1393988.0,,4786706.52,-,0.21107209141817646,^
2018-03-08,6.22,15,0.03940382,[31.82861137],1008528.6209529652,-0.038171163161894,1400744.0,,4786706.52,-,0.2106936401342118,^
2018-03-09,6.3,15,0.03816224,[30.67704391],1008981.7223162348,-0.038171163161894,1418760.0,,4786706.52,-,0.21078829840527488,^
2018-03-12,6.36,15,0.03593945,[28.52337265],1010193.450500996,-0.038171163161894,1432272.0,,4786706.52,-,0.21104144285432316,^
2018-03-13,6.26,15,0.03899863,[30.65930176],1011103.8482754125,-0.038171163161894,1409752.0,,4786706.52,-,0.21123163579191243,^
2018-03-14,6.19,15,0.03940382,[31.47270012],1009581.9692554933,-0.038171163161894,1393988.0,,4786706.52,-,0.2109136971396135,^
2018-03-15,6.23,15,0.03940382,[31.82861137],1008514.2692808677,-0.038171163161894,1402996.0,,4786706.52,-,0.2106906418989873,^
2018-03-16,6.17,15,0.03940382,[31.62425423],1009124.7278921906,-0.038171163161894,1389484.0,,4786706.52,-,0.2108181739732376,^
2018-03-19,6.16,15,0.03940382,[31.93178368],1008205.664876671,-0.038171163161894,1387232.0,,4786706.52,-,0.21062617076358195,^
2018-03-20,6.14,15,0.03800716,[30.84996986],1008051.6758418172,-0.038171163161894,1382728.0,,4786706.52,-,0.21059400062024636,^
2018-03-21,6.13,15,0.03940382,[32.08780289],1007743.6927799004,-0.038171163161894,1380476.0,,4786706.52,-,0.2105296592906432,^
