date,close,episode,actions,transactions,total_assets,reward,assets_baseline
2016-03-24,4.332,30,[0.02988379],[33.6506424],1000000.0,-0.02226459791307067,975566.4
2016-03-25,4.2827,30,[0.03224286],[37.21474457],999995.9073785862,-0.02226459791307067,964464.04
2016-03-28,4.2434,30,[0.03171079],[37.02196121],999991.9300721886,-0.02226459791307067,955613.68
2016-03-29,4.1646,30,[0.03224286],[37.9917717],999987.2144375455,-0.02226459791307067,937867.92
2016-03-30,4.2827,30,[0.03224286],[38.71062851],999975.2355200475,-0.02226459791307067,964464.04
2016-03-31,4.3221,30,[0.02988379],[34.88895798],999996.551926481,-0.02226459791307067,973336.9199999999
2016-04-01,4.4698,30,[0.03171079],[36.68447113],1000004.7511306906,-0.02226459791307067,1006598.9600000001
2016-04-05,4.4698,30,[0.03279609],[36.68630981],1000042.1107701479,-0.02226459791307067,1006598.9600000001
2016-04-06,4.4206,30,[0.03301443],[36.93054581],1000041.6188287451,-0.02226459791307067,995519.1200000001
2016-04-07,4.3418,30,[0.02988379],[33.80060196],1000024.898434655,-0.02226459791307067,977773.36
2016-04-08,4.2729,30,[0.02988379],[34.41405487],999995.8000237884,-0.02226459791307067,962257.08
2016-04-11,4.3418,30,[0.03224286],[37.72947693],999967.9299328211,-0.02226459791307067,977773.36
2016-04-12,4.3123,30,[0.03224286],[37.13074875],999997.4676850727,-0.02226459791307067,971129.96
2016-04-13,4.3713,30,[0.03499164],[40.5718956],999983.0348222072,-0.02226459791307067,984416.7599999999
2016-04-14,4.4009,30,[0.036201],[41.40758896],1000012.8021295128,-0.02226459791307067,991082.68
2016-04-15,4.3516,30,[0.03499164],[39.75509262],1000028.6822127772,-0.02226459791307067,979980.3200000001
2016-04-18,4.2827,30,[0.03224286],[37.04712677],999998.8440762209,-0.02226459791307067,964464.04
2016-04-19,4.263,30,[0.03224286],[37.6431427],999954.8406703022,-0.02226459791307067,960027.6
2016-04-20,4.1252,30,[0.03499164],[41.04109573],999941.1722161237,-0.02226459791307067,928995.04
2016-04-21,4.0858,30,[0.03171079],[38.43545914],999842.7651273177,-0.02226459791307067,920122.1599999999
2016-04-22,4.0661,30,[0.03499164],[42.82103729],999812.7884665544,-0.02226459791307067,915685.7199999999
2016-04-25,4.0169,30,[0.03499164],[43.02850342],999796.6695180896,-0.02226459791307067,904605.8799999999
2016-04-26,4.0268,30,[0.03585659],[44.63217163],999755.0820352902,-0.02226459791307067,906835.36
2016-04-27,4.0268,30,[0.03585659],[44.52244186],999763.2486428713,-0.02226459791307067,906835.36
2016-04-28,4.0071,30,[0.02035708],[25.2769928],999762.7107939647,-0.02226459791307067,902398.92
2016-04-29,3.9775,30,[0.02035708],[25.40126038],999743.7093997373,-0.02226459791307067,895733.0
2016-05-03,4.0563,30,[0.02565045],[32.24443436],999714.5606573202,-0.02226459791307067,913478.76
2016-05-04,4.0563,30,[0.03224286],[39.74417114],999793.5025335265,-0.02226459791307067,913478.76
2016-05-05,4.0563,30,[0.02903358],[35.7882576],999793.0188906823,-0.02226459791307067,913478.76
2016-05-06,3.9578,30,[0.02035708],[25.09316254],999792.5833869544,-0.02226459791307067,891296.56
2016-05-09,3.8594,30,[0.02988379],[37.75303268],999683.2081188788,-0.02226459791307067,869136.88
2016-05-10,3.8692,30,[0.01892285],[24.51527214],999570.0857825893,-0.02226459791307067,871343.8400000001
2016-05-11,3.8791,30,[0.02035708],[26.30657387],999581.2637950041,-0.02226459791307067,873573.3200000001
2016-05-12,3.8692,30,[0.02035708],[26.2394352],999592.7976867429,-0.02226459791307067,871343.8400000001
2016-05-13,3.8495,30,[0.0089717],[11.59374428],999580.3933122297,-0.02226459791307067,866907.4
2016-05-16,3.8791,30,[-0.00258782],[-3.36124015],999555.9545155596,-0.02226459791307067,873573.3200000001
2016-05-17,3.8594,30,[0.0089717],[11.56415558],999592.3342230956,-0.02226459791307067,869136.88
2016-05-18,3.82,30,[-0.00258782],[-3.35261798],999567.73382899,-0.02226459791307067,860264.0
2016-05-19,3.8102,30,[0.01130927],[14.80270958],999518.8954677412,-0.02226459791307067,858057.04
2016-05-20,3.8102,30,[0.0089717],[11.77327061],999506.442804499,-0.02226459791307067,858057.04
2016-05-23,3.8397,30,[0.0089717],[11.77327061],999506.308228952,-0.02226459791307067,864700.4400000001
2016-05-24,3.8102,30,[0.0089717],[11.68281841],999543.8426859237,-0.02226459791307067,858057.04
2016-05-25,3.8102,30,[-0.00258782],[-3.39590931],999505.6944347082,-0.02226459791307067,858057.04
2016-05-26,3.82,30,[-0.00258782],[-3.39590931],999505.6556174273,-0.02226459791307067,860264.0
2016-05-27,3.8102,30,[0.00813818],[10.65206623],999518.1785122388,-0.02226459791307067,858057.04
2016-05-30,3.8298,30,[-0.00258782],[-3.39590931],999505.3903372184,-0.02226459791307067,862470.9600000001
2016-05-31,3.9381,30,[0.0089717],[11.71301842],999530.6171647978,-0.02226459791307067,886860.12
