date,close,episode,actions,transactions,total_assets,reward,assets_baseline
2016-03-24,4.332,4,[-0.36397275],[0.],1000000.0,-0.026871363201873333,975566.4
2016-03-25,4.2827,4,[0.79197925],[914.10345459],1000000.0,-0.026871363201873333,964464.04
2016-03-28,4.2434,4,[0.57395756],[670.08843994],999943.0550111929,-0.026871363201873333,955613.68
2016-03-29,4.1646,4,[0.40447456],[476.5925293],999872.1869064526,-0.026871363201873333,937867.92
2016-03-30,4.2827,4,[0.9519838],[1142.94750977],999703.7299756384,-0.026871363201873333,964464.04
2016-03-31,4.3221,4,[0.03845243],[44.89274597],1000067.8109593984,-0.026871363201873333,973336.9199999999
2016-04-01,4.4698,4,[-0.39422804],[-456.0607605],1000195.2299852837,-0.026871363201873333,1006598.9600000001
2016-04-05,4.4698,4,[-0.70790887],[-791.87982178],1000601.7782554909,-0.026871363201873333,1006598.9600000001
2016-04-06,4.4206,4,[-0.4953304],[-554.08563232],1000591.1596222088,-0.026871363201873333,995519.1200000001
2016-04-07,4.3418,4,[1.],[1131.0682373],1000512.5570218543,-0.026871363201873333,977773.36
2016-04-08,4.2729,4,[0.3033469],[349.33309937],1000294.436884966,-0.026871363201873333,962257.08
2016-04-11,4.3418,4,[0.9668404],[1131.36328125],1000088.2163952808,-0.026871363201873333,977773.36
2016-04-12,4.3123,4,[0.22336575],[257.22711182],1000353.3350051983,-0.026871363201873333,971129.96
2016-04-13,4.3713,4,[-0.6977267],[-808.99603271],1000222.6746084322,-0.026871363201873333,984416.7599999999
2016-04-14,4.4009,4,[-1.],[-1143.82446289],1000419.0977632139,-0.026871363201873333,991082.68
2016-04-15,4.3516,4,[-1.],[-1136.13122559],1000474.0357466833,-0.026871363201873333,979980.3200000001
2016-04-18,4.2827,4,[-0.71473676],[-821.23443604],1000398.5624702072,-0.026871363201873333,964464.04
2016-04-19,4.263,4,[0.07641841],[89.21756744],1000359.9090807096,-0.026871363201873333,960027.6
2016-04-20,4.1252,4,[0.78354317],[919.00439453],1000349.0187588644,-0.026871363201873333,928995.04
2016-04-21,4.0858,4,[-0.6658599],[-807.0637207],1000142.4679489385,-0.026871363201873333,920122.1599999999
2016-04-22,4.0661,4,[-1.],[-606.56227875],1000108.5814973739,-0.026871363201873333,915685.7199999999
2016-04-25,4.0169,4,[0.16824229],[206.88409424],1000101.1466208984,-0.026871363201873333,904605.8799999999
2016-04-26,4.0268,4,[1.],[1244.7409668],1000088.4442892151,-0.026871363201873333,906835.36
2016-04-27,4.0268,4,[-1.],[-1241.68078613],1000087.8153773509,-0.026871363201873333,906835.36
2016-04-28,4.0071,4,[1.],[1241.68078613],1000072.815376782,-0.026871363201873333,902398.92
2016-04-29,3.9775,4,[1.],[1247.78515625],1000029.2183625108,-0.026871363201873333,895733.0
2016-05-03,4.0563,4,[0.88249046],[1109.35314941],999934.3158203803,-0.026871363201873333,913478.76
2016-05-04,4.0563,4,[1.],[1232.65039062],1000221.2090172209,-0.026871363201873333,913478.76
2016-05-05,4.0563,4,[-0.8092406],[-997.51074219],1000206.2090178824,-0.026871363201873333,913478.76
2016-05-06,3.9578,4,[0.31018293],[382.34713745],1000194.0704094118,-0.026871363201873333,891296.56
2016-05-09,3.8594,4,[0.7502522],[947.81469727],999753.4320253009,-0.026871363201873333,869136.88
2016-05-10,3.8692,4,[-0.6037993],[-782.24499512],999213.3702610489,-0.026871363201873333,871343.8400000001
2016-05-11,3.8791,4,[1.],[1292.25683594],999249.3131066228,-0.026871363201873333,873573.3200000001
2016-05-12,3.8692,4,[0.1796628],[231.57794189],999292.5654654118,-0.026871363201873333,871343.8400000001
2016-05-13,3.8495,4,[-0.5431135],[-701.84216309],999229.325542566,-0.026871363201873333,866907.4
2016-05-16,3.8791,4,[-0.51619524],[-670.47045898],999114.526733825,-0.026871363201873333,873573.3200000001
2016-05-17,3.8594,4,[-0.92030513],[-1186.23547363],999247.18672924,-0.026871363201873333,869136.88
2016-05-18,3.82,4,[-0.15342593],[-198.76914978],999163.3071523865,-0.026871363201873333,860264.0
2016-05-19,3.8102,4,[0.06967043],[91.19165802],999028.6872703654,-0.026871363201873333,858057.04
2016-05-20,3.8102,4,[0.3011787],[395.22686768],998993.8368293224,-0.026871363201873333,858057.04
2016-05-23,3.8397,4,[1.],[1312.26708984],998989.3191490887,-0.026871363201873333,864700.4400000001
2016-05-24,3.8102,4,[0.8473982],[1103.46936035],999126.451327469,-0.026871363201873333,858057.04
2016-05-25,3.8102,4,[-0.07037219],[-92.34711456],998929.0558288523,-0.026871363201873333,858057.04
2016-05-26,3.82,4,[0.7278861],[955.18096924],998928.0002459246,-0.026871363201873333,860264.0
2016-05-27,3.8102,4,[1.],[1308.9005127],998986.8905512706,-0.026871363201873333,858057.04
2016-05-30,3.8298,4,[-0.06451595],[-84.66215515],998889.2547294378,-0.026871363201873333,862470.9600000001
2016-05-31,3.9381,4,[0.24584088],[320.95785522],999051.8992558809,-0.026871363201873333,886860.12
2016-06-01,3.9086,4,[-0.22269566],[-282.74505615],999987.0126219136,-0.026871363201873333,880216.72
2016-06-02,3.8988,4,[-0.21589135],[-276.17480469],999736.2917544558,-0.026871363201873333,878009.76
2016-06-03,3.9086,4,[0.3794576],[486.63381958],999653.579278749,-0.026871363201873333,880216.72
2016-06-06,3.8988,4,[1.],[1279.23046875],999732.1305315554,-0.026871363201873333,878009.76
2016-06-07,3.8791,4,[-0.16777886],[-215.16731262],999620.3509557174,-0.026871363201873333,873573.3200000001
2016-06-08,3.8594,4,[-0.03998376],[-51.53742599],999427.5263717199,-0.026871363201873333,869136.88
2016-06-13,3.7806,4,[1.],[1295.53820801],999237.6340014823,-0.026871363201873333,851391.12
2016-06-14,3.8003,4,[1.],[1322.54138184],998363.3751352109,-0.026871363201873333,855827.56
2016-06-15,3.82,4,[-0.1127708],[-148.3709259],998589.2439170365,-0.026871363201873333,860264.0
2016-06-16,3.7806,4,[0.33389187],[437.03125],998825.498229377,-0.026871363201873333,851391.12
2016-06-17,3.7806,4,[1.],[1322.54138184],998327.3790711426,-0.026871363201873333,851391.12
2016-06-20,3.7806,4,[0.34961575],[462.38128662],998312.379071298,-0.026871363201873333,851391.12
2016-06-21,3.7609,4,[-0.24470603],[-323.6338501],998307.1348352216,-0.026871363201873333,846954.6799999999
2016-06-22,3.7708,4,[1.],[1329.46899414],998028.1214650441,-0.026871363201873333,849184.16
2016-06-23,3.7806,4,[-0.1094606],[-145.14241028],998164.6534376967,-0.026871363201873333,851391.12
2016-06-24,3.7609,4,[-1.],[-1322.54138184],998311.5904795622,-0.026871363201873333,846954.6799999999
2016-06-27,3.7905,4,[-0.9013608],[-1198.33129883],998023.9705314614,-0.026871363201873333,853620.6000000001
2016-06-28,3.7905,4,[0.6294322],[830.27593994],998384.601363658,-0.026871363201873333,853620.6000000001
2016-06-29,3.8003,4,[1.],[1319.0871582],998375.1598808069,-0.026871363201873333,855827.56
2016-06-30,3.81,4,[0.63649213],[837.42352295],998505.0980381462,-0.026871363201873333,858012.0
2016-07-01,3.82,4,[-1.],[-1312.3359375],998647.1328606495,-0.026871363201873333,860264.0
2016-07-04,3.87,4,[-0.7972415],[-1043.50976562],998775.2798152677,-0.026871363201873333,871524.0
2016-07-05,3.91,4,[-0.55385137],[-715.57025146],999426.8804769916,-0.026871363201873333,880532.0
2016-07-06,3.91,4,[-0.19253275],[-246.20556641],999920.7973232239,-0.026871363201873333,880532.0
2016-07-07,3.94,4,[0.31009185],[396.53689575],999917.9093319301,-0.026871363201873333,887288.0
2016-07-08,3.91,4,[0.8900288],[1129.47814941],1000294.4363566622,-0.026871363201873333,880532.0
2016-07-11,3.9,4,[-1.],[-1278.77233887],999866.0231779345,-0.026871363201873333,878280.0
