date,close,episode,actions,transactions,total_assets,reward,assets_baseline
2016-03-24,4.332,6,[0.02167915],[24.41180229],1000000.0,-0.015825012865952615,975566.4
2016-03-25,4.2827,6,[0.01512592],[17.45836258],999997.0310146346,-0.015825012865952615,964464.04
2016-03-28,4.2434,6,[0.02141346],[24.99995041],999994.7399266264,-0.015825012865952615,955613.68
2016-03-29,4.1646,6,[0.01512592],[17.82288361],999991.7907292331,-0.015825012865952615,937867.92
2016-03-30,4.2827,6,[0.01512592],[18.1601162],999984.8900320479,-0.015825012865952615,964464.04
2016-03-31,4.3221,6,[0.02167915],[25.3101387],999996.8100960793,-0.015825012865952615,973336.9199999999
2016-04-01,4.4698,6,[0.02141346],[24.77205086],1000001.5345410852,-0.015825012865952615,1006598.9600000001
2016-04-05,4.4698,6,[0.02210489],[24.72694016],1000023.8018837379,-0.015825012865952615,1006598.9600000001
2016-04-06,4.4206,6,[0.02128072],[23.80500221],1000023.4703103065,-0.015825012865952615,995519.1200000001
2016-04-07,4.3418,6,[0.02167915],[24.52059174],1000013.238910957,-0.015825012865952615,977773.36
2016-04-08,4.2729,6,[0.02167915],[24.96562004],999995.1058820805,-0.015825012865952615,962257.08
2016-04-11,4.3418,6,[0.01512592],[17.69983482],999977.4900015828,-0.015825012865952615,977773.36
2016-04-12,4.3123,6,[0.01512592],[17.41895676],999995.7733246399,-0.015825012865952615,971129.96
2016-04-13,4.3713,6,[0.01471892],[17.06620979],999987.1073043747,-0.015825012865952615,984416.7599999999
2016-04-14,4.4009,6,[0.01981838],[22.66875267],1000004.7716896746,-0.015825012865952615,991082.68
2016-04-15,4.3516,6,[0.01471892],[16.72262955],1000014.1183074187,-0.015825012865952615,979980.3200000001
2016-04-18,4.2827,6,[0.01512592],[17.37972832],999997.0108023284,-0.015825012865952615,964464.04
2016-04-19,4.263,6,[0.01512592],[17.65933228],999971.9861440304,-0.015825012865952615,960027.6
2016-04-20,4.1252,6,[0.01471892],[17.2635746],999964.3211477749,-0.015825012865952615,928995.04
2016-04-21,4.0858,6,[0.02141346],[25.95444679],999909.6924485103,-0.015825012865952615,920122.1599999999
2016-04-22,4.0661,6,[0.01471892],[18.01229095],999892.7922418388,-0.015825012865952615,915685.7199999999
2016-04-25,4.0169,6,[0.01471892],[18.09955978],999883.9271134419,-0.015825012865952615,904605.8799999999
2016-04-26,4.0268,6,[0.01447837],[18.02182198],999861.2269098468,-0.015825012865952615,906835.36
2016-04-27,4.0268,6,[0.01447837],[17.97751427],999865.7114481878,-0.015825012865952615,906835.36
2016-04-28,4.0071,6,[0.00541009],[6.71760511],999865.4942726245,-0.015825012865952615,902398.92
2016-04-29,3.9775,6,[0.00541009],[6.75063086],999855.5706916534,-0.015825012865952615,895733.0
2016-05-03,4.0563,6,[0.00394122],[4.95438766],999840.5010964143,-0.015825012865952615,913478.76
2016-05-04,4.0563,6,[0.01512592],[18.64497757],999880.7340520998,-0.015825012865952615,913478.76
2016-05-05,4.0563,6,[0.01262554],[15.56288147],999880.5071632322,-0.015825012865952615,913478.76
2016-05-06,3.9578,6,[0.00541009],[6.66875076],999880.3177800839,-0.015825012865952615,891296.56
2016-05-09,3.8594,6,[0.02167915],[27.3878746],999825.845190262,-0.015825012865952615,869136.88
2016-05-10,3.8692,6,[0.01460673],[18.92357635],999768.4888174842,-0.015825012865952615,871343.8400000001
2016-05-11,3.8791,6,[0.00541009],[6.9912262],999774.1351027307,-0.015825012865952615,873573.3200000001
2016-05-12,3.8692,6,[0.00541009],[6.9733839],999780.0484015907,-0.015825012865952615,871343.8400000001
2016-05-13,3.8495,6,[0.00168331],[2.17526388],999773.9037635123,-0.015825012865952615,866907.4
2016-05-16,3.8791,6,[-0.00590579],[-7.67085743],999761.7699351257,-0.015825012865952615,873573.3200000001
2016-05-17,3.8594,6,[0.00168331],[2.16971231],999779.6478914726,-0.015825012865952615,869136.88
2016-05-18,3.82,6,[-0.00590579],[-7.65118027],999767.6224356451,-0.015825012865952615,860264.0
2016-05-19,3.8102,6,[0.00936399],[12.25653172],999743.8348927831,-0.015825012865952615,858057.04
2016-05-20,3.8102,6,[0.00168331],[2.20894718],999737.6796547445,-0.015825012865952615,858057.04
2016-05-23,3.8397,6,[0.00168331],[2.20894718],999737.6544051528,-0.015825012865952615,864700.4400000001
2016-05-24,3.8102,6,[0.00168331],[2.19197607],999755.8651932881,-0.015825012865952615,858057.04
2016-05-25,3.8102,6,[-0.00590579],[-7.74997759],999737.5392426754,-0.015825012865952615,858057.04
2016-05-26,3.82,6,[-0.00590579],[-7.74997759],999737.4506557817,-0.015825012865952615,860264.0
2016-05-27,3.8102,6,[0.00363304],[4.75529003],999743.2897242425,-0.015825012865952615,858057.04
2016-05-30,3.8298,6,[-0.00590579],[-7.74997759],999737.2609714216,-0.015825012865952615,862470.9600000001
2016-05-31,3.9381,6,[0.00168331],[2.19764233],999748.9689993612,-0.015825012865952615,886860.12
2016-06-01,3.9086,6,[0.01782736],[22.63446999],999814.3640700687,-0.015825012865952615,880216.72
2016-06-02,3.8988,6,[0.01108409],[14.17909908],999795.6090032763,-0.015825012865952615,878009.76
2016-06-03,3.9086,6,[0.00168331],[2.1587491],999789.162124708,-0.015825012865952615,880216.72
2016-06-06,3.8988,6,[0.00168331],[2.15333629],999795.4386481445,-0.015825012865952615,878009.76
2016-06-07,3.8791,6,[-0.00590579],[-7.57385969],999789.0905228287,-0.015825012865952615,873573.3200000001
2016-06-08,3.8594,6,[-0.00590579],[-7.61232376],999776.4408703818,-0.015825012865952615,869136.88
2016-06-13,3.7806,6,[-0.00152344],[-1.97367835],999763.9411807101,-0.015825012865952615,851391.12
2016-06-14,3.8003,6,[0.01108409],[14.65916157],999714.4294438158,-0.015825012865952615,855827.56
2016-06-15,3.82,6,[-0.00590579],[-7.77016687],999726.924189333,-0.015825012865952615,860264.0
2016-06-16,3.7806,6,[0.00168331],[2.20328021],999739.3435369458,-0.015825012865952615,851391.12
2016-06-17,3.7806,6,[0.01609286],[21.28347397],999714.2156090975,-0.015825012865952615,851391.12
2016-06-20,3.7806,6,[0.02014463],[26.64210129],999713.9742161925,-0.015825012865952615,851391.12
2016-06-21,3.7609,6,[0.0082798],[10.95037842],999713.6720468081,-0.015825012865952615,846954.6799999999
2016-06-22,3.7708,6,[0.01878072],[24.9683876],999699.8366543902,-0.015825012865952615,849184.16
2016-06-23,3.7806,6,[0.0082798],[10.97883797],999706.692528297,-0.015825012865952615,851391.12
2016-06-24,3.7609,6,[0.01841024],[24.34830666],999713.7414118205,-0.015825012865952615,846954.6799999999
2016-06-27,3.7905,6,[0.02014463],[26.78165627],999698.5662407954,-0.015825012865952615,853620.6000000001
2016-06-28,3.7905,6,[0.01108409],[14.6208744],999721.4431492938,-0.015825012865952615,853620.6000000001
2016-06-29,3.8003,6,[0.02014463],[26.5725174],999721.2768880205,-0.015825012865952615,855827.56
2016-06-30,3.81,6,[0.02401233],[31.59267616],999729.0525680453,-0.015825012865952615,858012.0
2016-07-01,3.82,6,[0.01757036],[23.05820847],999736.9942544341,-0.015825012865952615,860264.0
2016-07-04,3.87,6,[0.00724027],[9.4767971],999745.5199114335,-0.015825012865952615,871524.0
2016-07-05,3.91,6,[0.02401233],[31.02368164],999789.8312088051,-0.015825012865952615,880532.0
2016-07-06,3.91,6,[0.02401233],[30.70630264],999826.2478922999,-0.015825012865952615,880532.0
2016-07-07,3.94,6,[0.02401233],[30.70630264],999825.8877073699,-0.015825012865952615,887288.0
2016-07-08,3.91,6,[0.02401233],[30.47249794],999854.9525519275,-0.015825012865952615,880532.0
2016-07-11,3.9,6,[0.01512592],[19.34261513],999824.2531625761,-0.015825012865952615,878280.0
2016-07-12,4.05,6,[0.02167915],[27.79377747],999813.7197794075,-0.015825012865952615,912060.0
2016-07-13,4.34,6,[0.02158729],[26.65097237],999972.1610732292,-0.015825012865952615,977368.0
2016-07-14,4.26,6,[0.02313546],[26.65374947],1000286.5145758694,-0.015825012865952615,959352.0
2016-07-15,4.25,6,[0.02128072],[24.97736931],1000197.2277097618,-0.015825012865952615,957100.0
2016-07-18,4.29,6,[0.02167915],[25.50487709],1000185.5412460029,-0.015825012865952615,966108.0
2016-07-19,4.24,6,[0.02128072],[24.80270195],1000231.7052658207,-0.015825012865952615,954848.0
2016-07-20,4.21,6,[0.02167915],[25.56503105],1000172.0344111982,-0.015825012865952615,948092.0
2016-07-21,4.21,6,[0.0099734],[11.8448925],1000135.3312867626,-0.015825012865952615,948092.0
2016-07-22,4.2,6,[0.01471892],[17.48090744],1000135.1816857704,-0.015825012865952615,945840.0
2016-07-25,4.16,6,[0.01471892],[17.52252769],1000122.5416648298,-0.015825012865952615,936832.0
2016-07-26,4.29,6,[0.00159728],[1.91981208],1000071.9430315546,-0.015825012865952615,966108.0
2016-07-27,4.33,6,[0.01981838],[23.09834862],1000235.8966585059,-0.015825012865952615,975116.0
2016-07-28,4.4,6,[0.02210489],[25.52528381],1000286.9779586135,-0.015825012865952615,990880.0000000001
2016-07-29,4.26,6,[0.02210489],[25.11919975],1000378.3456627888,-0.015825012865952615,959352.0
2016-08-01,4.19,6,[0.02167915],[25.44500732],1000191.0988461627,-0.015825012865952615,943588.0000000001
2016-08-02,4.24,6,[0.01471892],[17.56434822],1000095.5348868618,-0.015825012865952615,954848.0
2016-08-03,4.26,6,[-0.00632562],[-7.45946312],1000164.2200147781,-0.015825012865952615,959352.0
2016-08-04,4.28,6,[0.01471892],[17.27573204],1000191.5383058541,-0.015825012865952615,963856.0
2016-08-05,4.24,6,[0.01039682],[12.1458168],1000219.0762120864,-0.015825012865952615,954848.0
2016-08-08,4.25,6,[0.0013962],[1.64646268],1000162.9170469509,-0.015825012865952615,957100.0
2016-08-09,4.25,6,[0.00159728],[1.87915719],1000176.9133717844,-0.015825012865952615,957100.0
2016-08-10,4.27,6,[0.00848055],[9.97711658],1000176.8894125302,-0.015825012865952615,961603.9999999999
2016-08-11,4.22,6,[0.01471892],[17.23527336],1000205.0338654466,-0.015825012865952615,950344.0
2016-08-12,4.29,6,[-0.00312017],[-3.69687891],1000133.2721650446,-0.015825012865952615,966108.0
2016-08-15,4.42,6,[0.01262554],[14.71508503],1000233.1238642042,-0.015825012865952615,995384.0
2016-08-16,4.48,6,[0.02210489],[25.00553703],1000420.3732308857,-0.015825012865952615,1008896.0000000001
2016-08-17,4.44,6,[0.02210489],[24.67064095],1000508.052181914,-0.015825012865952615,999888.0000000001
