date,close,episode,actions,transactions,total_assets,reward,assets_baseline
2016-03-24,4.332,3,[-0.00241605],[0.],1000000.0,0.0,975566.4
2016-03-25,4.2827,3,[-0.00652947],[0.],1000000.0,0.0,964464.04
2016-03-28,4.2434,3,[-0.00090721],[0.],1000000.0,0.0,955613.68
2016-03-29,4.1646,3,[-0.00652947],[0.],1000000.0,0.0,937867.92
2016-03-30,4.2827,3,[-0.00652947],[0.],1000000.0,0.0,964464.04
2016-03-31,4.3221,3,[-0.00241605],[0.],1000000.0,0.0,973336.9199999999
2016-04-01,4.4698,3,[-0.00090721],[0.],1000000.0,0.0,1006598.9600000001
2016-04-05,4.4698,3,[-0.00189648],[0.],1000000.0,0.0,1006598.9600000001
2016-04-06,4.4206,3,[-0.00088062],[0.],1000000.0,0.0,995519.1200000001
2016-04-07,4.3418,3,[-0.00241605],[0.],1000000.0,0.0,977773.36
2016-04-08,4.2729,3,[-0.00241605],[0.],1000000.0,0.0,962257.08
2016-04-11,4.3418,3,[-0.00652947],[0.],1000000.0,0.0,977773.36
2016-04-12,4.3123,3,[-0.00652947],[0.],1000000.0,0.0,971129.96
2016-04-13,4.3713,3,[-0.00793279],[0.],1000000.0,0.0,984416.7599999999
2016-04-14,4.4009,3,[-0.00098106],[0.],1000000.0,0.0,991082.68
2016-04-15,4.3516,3,[-0.00793279],[0.],1000000.0,0.0,979980.3200000001
2016-04-18,4.2827,3,[-0.00652947],[0.],1000000.0,0.0,964464.04
2016-04-19,4.263,3,[-0.00652947],[0.],1000000.0,0.0,960027.6
2016-04-20,4.1252,3,[-0.00793279],[0.],1000000.0,0.0,928995.04
2016-04-21,4.0858,3,[-0.00090721],[0.],1000000.0,0.0,920122.1599999999
2016-04-22,4.0661,3,[-0.00793279],[0.],1000000.0,0.0,915685.7199999999
2016-04-25,4.0169,3,[-0.00793279],[0.],1000000.0,0.0,904605.8799999999
2016-04-26,4.0268,3,[-0.00742213],[0.],1000000.0,0.0,906835.36
2016-04-27,4.0268,3,[-0.00742213],[0.],1000000.0,0.0,906835.36
2016-04-28,4.0071,3,[-0.01054256],[0.],1000000.0,0.0,902398.92
2016-04-29,3.9775,3,[-0.01054256],[0.],1000000.0,0.0,895733.0
2016-05-03,4.0563,3,[-0.01049192],[0.],1000000.0,0.0,913478.76
2016-05-04,4.0563,3,[-0.00652947],[0.],1000000.0,0.0,913478.76
2016-05-05,4.0563,3,[-0.00798437],[0.],1000000.0,0.0,913478.76
2016-05-06,3.9578,3,[-0.01054256],[0.],1000000.0,0.0,891296.56
2016-05-09,3.8594,3,[-0.00241605],[0.],1000000.0,0.0,869136.88
2016-05-10,3.8692,3,[-0.00657615],[0.],1000000.0,0.0,871343.8400000001
2016-05-11,3.8791,3,[-0.01054256],[0.],1000000.0,0.0,873573.3200000001
2016-05-12,3.8692,3,[-0.01054256],[0.],1000000.0,0.0,871343.8400000001
2016-05-13,3.8495,3,[-0.01256207],[0.],1000000.0,0.0,866907.4
2016-05-16,3.8791,3,[-0.01717077],[0.],1000000.0,0.0,873573.3200000001
2016-05-17,3.8594,3,[-0.01256207],[0.],1000000.0,0.0,869136.88
2016-05-18,3.82,3,[-0.01717077],[0.],1000000.0,0.0,860264.0
2016-05-19,3.8102,3,[-0.0090402],[0.],1000000.0,0.0,858057.04
2016-05-20,3.8102,3,[-0.01256207],[0.],1000000.0,0.0,858057.04
2016-05-23,3.8397,3,[-0.01256207],[0.],1000000.0,0.0,864700.4400000001
2016-05-24,3.8102,3,[-0.01256207],[0.],1000000.0,0.0,858057.04
2016-05-25,3.8102,3,[-0.01717077],[0.],1000000.0,0.0,858057.04
2016-05-26,3.82,3,[-0.01717077],[0.],1000000.0,0.0,860264.0
2016-05-27,3.8102,3,[-0.010134],[0.],1000000.0,0.0,858057.04
2016-05-30,3.8298,3,[-0.01717077],[0.],1000000.0,0.0,862470.9600000001
2016-05-31,3.9381,3,[-0.01256207],[0.],1000000.0,0.0,886860.12
2016-06-01,3.9086,3,[-0.0034325],[0.],1000000.0,0.0,880216.72
2016-06-02,3.8988,3,[-0.00840045],[0.],1000000.0,0.0,878009.76
2016-06-03,3.9086,3,[-0.01256207],[0.],1000000.0,0.0,880216.72
2016-06-06,3.8988,3,[-0.01256207],[0.],1000000.0,0.0,878009.76
2016-06-07,3.8791,3,[-0.01717077],[0.],1000000.0,0.0,873573.3200000001
2016-06-08,3.8594,3,[-0.01717077],[0.],1000000.0,0.0,869136.88
2016-06-13,3.7806,3,[-0.0147088],[0.],1000000.0,0.0,851391.12
2016-06-14,3.8003,3,[-0.00840045],[0.],1000000.0,0.0,855827.56
2016-06-15,3.82,3,[-0.01717077],[0.],1000000.0,0.0,860264.0
2016-06-16,3.7806,3,[-0.01256207],[0.],1000000.0,0.0,851391.12
2016-06-17,3.7806,3,[-0.0064361],[0.],1000000.0,0.0,851391.12
2016-06-20,3.7806,3,[-0.00441818],[0.],1000000.0,0.0,851391.12
