date,close,episode,actions,transactions,total_assets,reward,assets_baseline
2016-03-24,4.332,21,[0.01444373],[16.26436424],1000000.0,-0.011774102308009793,975566.4
2016-03-25,4.2827,21,[0.01220486],[14.0868597],999998.0219133829,-0.011774102308009793,964464.04
2016-03-28,4.2434,21,[0.01562149],[18.23789597],999996.3425252137,-0.011774102308009793,955613.68
2016-03-29,4.1646,21,[0.01220486],[14.38098621],999994.1986504901,-0.011774102308009793,937867.92
2016-03-30,4.2827,21,[0.01220486],[14.65309429],999989.0535332968,-0.011774102308009793,964464.04
2016-03-31,4.3221,21,[0.01444373],[16.86288071],999998.0377604365,-0.011774102308009793,973336.9199999999
2016-04-01,4.4698,21,[0.01562149],[18.07164001],1000001.5438560551,-0.011774102308009793,1006598.9600000001
2016-04-05,4.4698,21,[0.01854357],[20.74318123],1000017.9343091614,-0.011774102308009793,1006598.9600000001
2016-04-06,4.4206,21,[0.01768149],[19.77883148],1000017.656155547,-0.011774102308009793,995519.1200000001
2016-04-07,4.3418,21,[0.01444373],[16.3368454],1000009.8594103788,-0.011774102308009793,977773.36
2016-04-08,4.2729,21,[0.01444373],[16.63334465],999996.2927279581,-0.011774102308009793,962257.08
2016-04-11,4.3418,21,[0.01220486],[14.28170013],999983.2572322341,-0.011774102308009793,977773.36
2016-04-12,4.3123,21,[0.01220486],[14.0550642],999996.8770083004,-0.011774102308009793,971129.96
2016-04-13,4.3713,21,[0.01368215],[15.86410046],999990.3695281643,-0.011774102308009793,984416.7599999999
2016-04-14,4.4009,21,[0.01669369],[19.09464645],1000003.7490924157,-0.011774102308009793,991082.68
2016-04-15,4.3516,21,[0.01368215],[15.5447197],1000010.8793120118,-0.011774102308009793,979980.3200000001
2016-04-18,4.2827,21,[0.01220486],[14.02341175],999997.6149951074,-0.011774102308009793,964464.04
2016-04-19,4.263,21,[0.01220486],[14.24901962],999978.2147775338,-0.011774102308009793,960027.6
2016-04-20,4.1252,21,[0.01368215],[16.04756165],999972.2564017563,-0.011774102308009793,928995.04
2016-04-21,4.0858,21,[0.01562149],[18.93421745],999929.4420111156,-0.011774102308009793,920122.1599999999
2016-04-22,4.0661,21,[0.01368215],[16.74354172],999916.2788008209,-0.011774102308009793,915685.7199999999
2016-04-25,4.0169,21,[0.01368215],[16.82466125],999909.2792767643,-0.011774102308009793,904605.8799999999
2016-04-26,4.0268,21,[0.01276925],[15.89440346],999891.2777861393,-0.011774102308009793,906835.36
2016-04-27,4.0268,21,[0.01276925],[15.85532665],999894.8245564717,-0.011774102308009793,906835.36
2016-04-28,4.0071,21,[0.00110495],[1.3719964],999894.6330177835,-0.011774102308009793,902398.92
2016-04-29,3.9775,21,[0.00110495],[1.3787415],999886.8382079108,-0.011774102308009793,895733.0
2016-05-03,4.0563,21,[0.0048262],[6.06687784],999875.0937277711,-0.011774102308009793,913478.76
2016-05-04,4.0563,21,[0.01220486],[15.04432011],999906.7209919855,-0.011774102308009793,913478.76
2016-05-05,4.0563,21,[0.00797916],[9.83551788],999906.5379191586,-0.011774102308009793,913478.76
